",Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi"
"5173,Renault,KwidRXL,2019,Noida,22500.0,petrol,manual,282000.0,4802"
"5174,Maruti,BrezzaZxi Dual Tone,2023,Noida,43500.0,petrol,manual,976000.0,16620"
"5175,Hyundai,CretaSX Petrol,2022,Noida,48000.0,petrol,manual,1219000.0,20964"
"5176,Skoda,SlaviaAmbition 1.0L TSI MT,2022,Noida,26000.0,petrol,manual,1058000.0,18187"
"5177,Tata,NexonXM (S),2022,Noida,27000.0,petrol,manual,740000.0,12601"
"5178,Honda,City1.5 S MT,2012,Noida,74000.0,petrol,manual,272000.0,10345"
"5179,Tata,AltrozXZ Plus 1.5,2023,Noida,24000.0,diesel,manual,849000.0,14457"
"5180,Maruti,DzireVXi,2022,Noida,28000.0,petrol,manual,572000.0,9740"
"5181,Hyundai,i10magna 1.1,2011,Noida,91500.0,petrol,manual,166000.0,11861"
"5182,Maruti,Wagon R 1.0VXI Petrol + CNG (Outside Fitted),2015,Noida,77500.0,petrol+cng,manual,291000.0,5296"
"5183,Tata,PunchAdventure Rhythm Pack AMT,2022,Noida,39500.0,petrol,automatic,593000.0,10098"
"5184,Maruti,S-CrossZeta AT,2021,Noida,17000.0,petrol,automatic,898000.0,15292"
"5185,Tata,AltrozXZ 1.5,2021,Noida,74000.0,diesel,manual,547000.0,9315"
"5186,Mahindra,KUV100K6 6 STR,2016,Noida,35000.0,petrol,manual,324000.0,5517"
"5187,Mahindra,TharLX 4 STR Hard Top Diesel MT 4WD,2021,Noida,29000.0,diesel,manual,1228000.0,21119"
"5188,Maruti,SwiftVXI,2013,Noida,34500.0,petrol,manual,305000.0,8221"
"5189,Hyundai,VernaFluidic 1.6 VTVT SX Opt AT,2012,Noida,38000.0,petrol,automatic,395000.0,15023"
"5190,Maruti,IgnisDelta 1.2 AMT,2018,Noida,38000.0,petrol,automatic,455000.0,7748"
"5191,Renault,Kwid1.0L RXT(O) AMT,2020,Noida,49000.0,petrol,automatic,372000.0,6334"
"5192,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2017,Noida,64000.0,petrol,manual,434000.0,7390"
"5193,Honda,JazzSV Petrol,2015,Noida,39500.0,petrol,manual,377000.0,6433"
"5194,Maruti,SwiftLXI (O),2016,Noida,20000.0,petrol,manual,358000.0,6096"
"5195,Maruti,Swift DzireVXI,2015,Noida,48500.0,petrol,manual,397000.0,7226"
"5196,Maruti,BalenoDelta MT,2025,Noida,12500.0,petrol,manual,698000.0,11886"
"5197,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Noida,18500.0,petrol,manual,508000.0,8650"
"5198,Maruti,CiazSHVS RS Petrol,2016,Noida,72000.0,petrol,manual,501999.99999999994,8548"
"5199,Honda,JazzS MT,2017,Noida,79500.0,petrol,manual,382000.0,6098"
"5200,Maruti,Swift DzireVXI AT,2012,Noida,50000.0,petrol,automatic,288000.0,10953"
"5201,Maruti,SwiftVXI,2016,Noida,54500.0,petrol,manual,392000.0,6675"
"5202,Maruti,CiazZXI+,2016,Noida,63000.0,petrol,manual,513000.0,9076"
"5203,Maruti,BalenoZeta,2020,Noida,28000.0,petrol,manual,620000.0,10558"
"5204,Hyundai,i10Sportz 1.2 Kappa2,2011,Noida,56500.0,petrol,manual,191000.0,13647"
"5205,Hyundai,VernaSX 1.6 VTVT,2019,Noida,63000.0,petrol,manual,797000.0,13572"
"5206,Maruti,Alto 800LXi,2020,Noida,29500.0,petrol,manual,319000.0,5701"
"5207,Hyundai,i10Era Petrol,2011,Noida,60000.0,petrol,manual,184000.0,13862"
"5208,Maruti,Alto 800Lxi CNG,2013,Noida,35500.0,petrol+cng,manual,224000.00000000003,6212"
"5209,Honda,CityVX Petrol,2022,Noida,16000.0,petrol,manual,1078000.0,18538"
"5210,Mahindra,XUV700AX 3 Petrol AT 5 STR,2023,Noida,52500.0,petrol,automatic,1439000.0,24748"
"5211,Honda,CityZX CVT,2017,Noida,91000.0,petrol,automatic,703000.0,11971"
"5212,Hyundai,Fluidic Verna 4S1.6 VTVT SX Opt,2015,Noida,57000.0,petrol,manual,515000.00000000006,9374"
"5213,Nissan,MagniteXV Premium Turbo CVT,2021,Noida,24000.0,petrol,automatic,780000.0,13282"
"5214,Hyundai,VernaFluidic 1.6 VTVT SX,2013,Noida,72000.0,petrol,manual,350000.0,9811"
"5215,Hyundai,New i20Asta 1.0 Turbo IMT,2021,Noida,39000.0,petrol,manual,751000.0,12789"
"5216,Maruti,Wagon R 1.0LXI CNG,2016,Noida,60500.0,petrol+cng,manual,344000.0,5858"
"5217,Maruti,Swift DzireVXI,2013,Noida,89500.0,petrol,manual,259000.0,6981"
"5218,Maruti,SwiftVXI,2014,Noida,31500.0,petrol,manual,320000.0,6867"
"5219,Honda,Amaze1.2 S i-VTEC,2017,Noida,63500.0,petrol,manual,388000.0,6607"
"5220,Hyundai,New i20Asta (O) 1.0 Turbo DCT,2021,Noida,47000.0,petrol,automatic,843000.0,14355"
"5221,Mahindra,ScorpioS5 2WD 7 STR,2020,Noida,50500.0,diesel,manual,1039000.0,17867"
"5222,Tata,TigorRevotron XZ+ CNG,2022,Noida,18500.0,petrol+cng,manual,709000.0,12073"
"5223,Maruti,SwiftVXI,2016,Noida,20500.0,petrol,manual,396000.0,6743"
"5224,Maruti,Swift DzireVXI,2012,Noida,100500.0,petrol,manual,229999.99999999997,8747"
"5225,Renault,KwidRXL,2017,Noida,45000.0,petrol,manual,259000.0,4410"
"5226,Hyundai,Verna1.6 VTVT SX Opt CNG (Outside Fitted),2011,Noida,44500.0,petrol+cng,manual,313000.0,22365"
"5227,Renault,DusterRXL Petrol,2017,Noida,26500.0,petrol,manual,534000.0,9093"
"5228,Tata,NexonXZ Plus S,2023,Noida,21000.0,petrol,manual,955000.0000000001,16263"
"5229,Mahindra,Scorpio NZ8 L 4WD Diesel 7 STR,2023,Noida,32000.0,diesel,manual,2061000.0,35445"
"5230,Maruti,Swift DzireVXI,2015,Noida,97500.0,petrol,manual,326000.0,5934"
"5231,Hyundai,Elite i20Asta 1.2,2018,Noida,41500.0,petrol,manual,561000.0,9553"
"5232,Maruti,New ErtigaZXi AT,2019,Noida,42000.0,petrol,automatic,857000.0,14594"
"5233,Maruti,SwiftLXI (O) CNG (Outside Fitted),2017,Noida,36500.0,petrol+cng,manual,392000.0,6675"
"5234,Renault,Kwid1.0L RXT(O) AMT,2021,Noida,10500.0,petrol,automatic,443000.0,7544"
"5235,Skoda,SlaviaStyle 1.0L TSI AT,2023,Noida,17500.0,petrol,automatic,1319000.0,22683"
"5236,Tata,NexonXM S Petrol + CNG(Outside Fitted),2023,Noida,24500.0,petrol+cng,manual,810000.0,13793"
"5237,Hyundai,Fluidic Verna 4S1.4 VTVT,2015,Noida,77500.0,petrol,manual,372000.0,6771"
"5238,Volkswagen,VirtusHighline 1.0 TSI MT,2023,Noida,35500.0,petrol,manual,924000.0,15735"
"5239,Tata,PunchPure petrol +CNG,2024,Noida,12000.0,petrol+cng,manual,653000.0,11120"
"5240,Maruti,SwiftZXI AMT,2023,Noida,9500.0,petrol,automatic,754000.0,12840"
"5241,Hyundai,Grand i10 NiosMagna 1.2 Kappa VTVT,2020,Noida,25000.0,petrol,manual,488999.99999999994,8327"
"5242,Kia,SeltosHTX IVT G,2020,Noida,42500.0,petrol,automatic,1064000.0,18298"
"5243,Maruti,CiazVXi+ AT,2015,Noida,92500.0,petrol,automatic,403000.0,7335"
"5244,Kia,SeltosGTX (O) 1.4,2022,Noida,23500.0,petrol,manual,1267000.0,21790"
"5245,Maruti,Grand VitaraDelta Smart Hybrid AT,2024,Noida,16000.0,petrol,automatic,1259000.0,21652"
"5246,Maruti,New ErtigaVXi,2019,Noida,30000.0,petrol,manual,677000.0,11528"
"5247,Maruti,CiazDelta 1.4 MT,2018,Noida,33000.0,petrol,manual,589000.0,10030"
"5248,Toyota,Corolla AltisVL CVT Petrol,2019,Noida,117500.0,petrol,automatic,925000.0,15752"
"5249,Maruti,IgnisZeta 1.2 MT,2020,Noida,48500.0,petrol,manual,430999.99999999994,7339"
"5250,Maruti,Wagon R 1.0LXI,2023,Noida,44000.0,petrol,manual,420000.0,7506"
"5251,Hyundai,CretaSX OPT IVT Petrol,2024,Noida,8500.0,petrol,automatic,1541000.0,26502"
"5252,Hyundai,VenueSX 1.0 (O) Turbo iMT,2022,Noida,33000.0,petrol,manual,973000.0,16569"
"5253,Honda,JazzVX Petrol,2017,Noida,49500.0,petrol,manual,472000.0,7535"
"5254,Maruti,BalenoAlpha,2020,Noida,60000.0,petrol,manual,609000.0,10370"
"5255,Toyota,Urban Cruiser HyryderV Hybrid,2023,Noida,35500.0,hybrid,automatic,1739000.0,29908"
"5256,Toyota,GlanzaV CVT,2019,Noida,94000.0,petrol,automatic,498000.00000000006,8480"
"5257,Maruti,DzireLXi,2022,Noida,37500.0,petrol,manual,549000.0,9349"
"5258,Honda,Amaze1.2 VX i-VTEC,2017,Noida,37500.0,petrol,manual,441000.0,7509"
"5259,Honda,CityVX CVT,2015,Noida,45000.0,petrol,automatic,594000.0,10812"
"5260,Honda,Amaze1.2 S i-VTEC,2017,Noida,66500.0,petrol,manual,409999.99999999994,6982"
"5261,Renault,KwidRXL,2020,Noida,17000.0,petrol,manual,331000.0,5636"
"5262,Maruti,Vitara BrezzaZXi Plus AT Dual Tone,2020,Noida,38500.0,petrol,automatic,819000.0,13947"
"5263,Maruti,Wagon R 1.0VXI,2018,Noida,22000.0,petrol,manual,379000.0,6773"
"5264,Maruti,SwiftZXI Plus,2022,Noida,49500.0,petrol,manual,651000.0,11086"
"5265,Maruti,Wagon R 1.0LXI CNG,2021,Noida,16000.0,petrol+cng,manual,509000.0,8667"
"5266,Tata,AltrozXT 1.2,2022,Noida,26500.0,petrol,manual,557000.0,9485"
"5267,Hyundai,Elite i20Magna Executive 1.2,2017,Noida,39000.0,petrol,manual,467000.0,7952"
"5268,Tata,Tiago NRGXZ AMT,2022,Noida,31500.0,petrol,automatic,580000.0,9877"
"5269,Mahindra,Scorpio NZ8 L 4WD Diesel AT 7 STR,2022,Noida,33000.0,diesel,automatic,2038000.0,35046"
"5270,Hyundai,AuraS 1.2 CNG,2022,Noida,24500.0,petrol+cng,manual,677000.0,11528"
"5271,Hyundai,ExterSX 1.2 MT,2023,Noida,26000.0,petrol,manual,689000.0,11733"
"5272,Hyundai,Elite i20Asta 1.2,2015,Noida,81000.0,petrol,manual,449000.0,8172"
"5273,Tata,AltrozXZ 1.2,2020,Noida,26000.0,petrol,manual,599000.0,10200"
"5274,Skoda,Rapid NewStyle Petrol,2019,Noida,84000.0,petrol,manual,598000.0,10183"
"5275,Tata,PunchAdventure Rhythm Pack MT,2023,Noida,34000.0,petrol,manual,590000.0,10047"
"5276,Maruti,Swift DzireVXI,2016,Noida,94000.0,petrol,manual,378000.0,6437"
"5277,Toyota,Innova Crysta2.4 GX 7 STR,2024,Noida,6000.0,diesel,manual,2005000.0,34484"
"5278,Hyundai,AuraSX 1.2 CNG,2022,Noida,27500.0,petrol+cng,manual,702000.0,11954"
"5279,Tata,TigorRevotron XZ+ CNG,2023,Noida,34000.0,petrol+cng,manual,697000.0,11869"
"5280,Maruti,CiazAlpha Hybrid 1.5 AT,2019,Noida,46500.0,petrol,automatic,769000.0,13095"
"5281,Renault,TriberRXZ,2020,Noida,31000.0,petrol,manual,528000.0,9229"
"5282,Kia,SonetGTX Plus 1.0 iMT,2020,Noida,87000.0,petrol,manual,790000.0,13453"
"5283,Mahindra,Scorpio NZ6 Diesel AT 7 STR,2023,Noida,21500.0,diesel,automatic,1705999.9999999998,29341"
"5284,Renault,Kwid1.0L RXT(O) AMT,2021,Noida,64000.0,petrol,automatic,395000.0,6726"
"5285,Maruti,Alto K10VXi AMT,2015,Noida,23000.0,petrol,automatic,288000.0,5242"
"5286,Maruti,SwiftZXI,2023,Noida,16000.0,petrol,manual,680000.0,11580"
"5287,Maruti,SwiftVXI,2018,Noida,66500.0,petrol,manual,451000.0,7680"
"5288,Maruti,SwiftVXI AMT,2021,Noida,17000.0,petrol,automatic,621000.0,10575"
"5289,Maruti,Alto 800LXi (O),2022,Noida,11000.0,petrol,manual,366000.0,6541"
"5290,Maruti,BalenoZeta 1.2,2016,Noida,59500.0,petrol,manual,370000.0,6300"
"5291,Tata,AltrozXZ 1.2,2022,Noida,9000.0,petrol,manual,695000.0,11835"
"5292,Maruti,Wagon R 1.0LXI CNG,2019,Noida,39000.0,petrol+cng,manual,458000.0,7799"
"5293,Maruti,CelerioVXI (O),2016,Noida,29500.0,petrol,manual,301000.0,5478"
"5294,Maruti,Wagon R 1.0VXI AMT,2018,Delhi-Ncr,79000.0,petrol,automatic,361000.0,6451"
"5295,Tata,TiagoXZA,2020,Delhi-Ncr,27500.0,petrol,automatic,509999.99999999994,8685"
"5296,Hyundai,New Santro 1.1Sportz MT,2019,Delhi-Ncr,73000.0,petrol,manual,398000.0,6354"
"5297,Mercedes,E-ClassE200 Expression,2018,Delhi-Ncr,57000.0,petrol,automatic,3450000.0,59336"
"5298,Hyundai,CretaSX OPT Turbo DCT Petrol,2022,Delhi-Ncr,57000.0,petrol,automatic,1480000.0,25453"
"5299,Hyundai,VenueSX Plus 1.0 Turbo DCT,2020,Delhi-Ncr,57000.0,petrol,automatic,864000.0,14713"
"5300,Mercedes,C-ClassC 200 Avantgarde,2016,Delhi-Ncr,41500.0,petrol,automatic,1800000.0,30957"
"5301,MG,HectorSharp 2.0 Diesel Turbo MT,2021,Delhi-Ncr,46000.0,diesel,manual,1441000.0,24781"
"5302,Hyundai,VernaSX 1.6 VTVT,2020,Delhi-Ncr,40000.0,petrol,manual,807000.0,13742"
"5303,Skoda,KushaqAmbition 1.0L TSI AT,2022,Delhi-Ncr,31000.0,petrol,automatic,1127000.0,19382"
"5304,Skoda,SlaviaActive 1.0L TSI MT,2022,Delhi-Ncr,47500.0,petrol,manual,874000.0,14883"
"5305,Honda,BR-VV CVT Petrol,2018,Delhi-Ncr,53500.0,petrol,automatic,659000.0,11222"
"5306,Mahindra,XUV700AX 7 Diesel AT Luxury Pack 7 STR,2024,Delhi-Ncr,28500.0,diesel,automatic,2091000.0,35962"
"5307,Kia,CarensLuxury 1.4 Petrol 7 STR,2022,Delhi-Ncr,15000.0,petrol,manual,1338000.0,23011"
"5308,Hyundai,VenueSX Plus 1.0 Turbo DCT,2020,Delhi-Ncr,62000.0,petrol,automatic,846000.0000000001,14406"
"5309,Maruti,New ErtigaZXi Plus,2019,Delhi-Ncr,62000.0,petrol,manual,770000.0,13112"
"5310,Kia,SonetHTX 1.0 iMT,2021,Delhi-Ncr,37500.0,petrol,manual,840000.0,14304"
"5311,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Delhi-Ncr,42500.0,petrol,automatic,822000.0000000001,13998"
"5312,Renault,KigerRXZ Turbo CVT,2023,Delhi-Ncr,40000.0,petrol,automatic,809000.0,13776"
"5313,Kia,SeltosHTX G,2019,Delhi-Ncr,105500.0,petrol,manual,911000.0,15513"
"5314,Skoda,Rapid NewAmbition 1.5 TDI,2018,Delhi-Ncr,79500.0,diesel,manual,556000.0,9468"
"5315,Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2018,Delhi-Ncr,94000.0,petrol,automatic,644000.0,10966"
"5316,Mahindra,Alturas G44WD AT,2021,Delhi-Ncr,65000.0,diesel,automatic,2150000.0,36976"
"5317,Ford,EcoSportTitanium 1.5L Ti-VCT,2017,Delhi-Ncr,52000.0,petrol,manual,520000.0,8855"
"5318,Ford,EcoSportTitanium 1.5 Ti-VCT AT,2014,Delhi-Ncr,75500.0,petrol,automatic,450000.0,9657"
"5319,Nissan,MagniteXL,2022,Delhi-Ncr,62500.0,petrol,manual,509999.99999999994,8685"
"5320,Tata,NexonXZA Plus (O),2021,Delhi-Ncr,29500.0,petrol,automatic,891000.0,15173"
"5321,Mahindra,XUV700AX 5 Diesel AT 5 STR,2022,Delhi-Ncr,24000.0,diesel,automatic,1761000.0,30285"
"5322,Honda,Amaze1.2 S i-VTEC Opt,2017,Delhi-Ncr,64500.0,petrol,manual,417000.0,7101"
"5323,Kia,CarnivalLimousine,2022,Delhi-Ncr,100000.0,diesel,automatic,2424000.0,41687"
"5324,Tata,NexonXZ Plus (O),2022,Delhi-Ncr,45500.0,petrol,manual,880000.0000000001,14985"
"5325,Tata,NexonXZ Plus,2021,Delhi-Ncr,121000.0,petrol,manual,674000.0,11477"
"5326,Hyundai,VernaSX (O)1.6 VTVT,2019,Delhi-Ncr,34500.0,petrol,manual,899000.0,15309"
"5327,Honda,WR-VS MT Petrol,2017,Delhi-Ncr,58000.0,petrol,manual,473000.00000000006,8054"
"5328,Honda,CityVX CVT,2015,Delhi-Ncr,88000.0,petrol,automatic,583000.0,10612"
"5329,Maruti,IgnisDelta 1.2 MT,2019,Delhi-Ncr,46000.0,petrol,manual,433000.0,7373"
"5330,Tata,SafariXZA Plus Dark Edition,2022,Delhi-Ncr,34000.0,diesel,automatic,1875000.0,32246"
"5331,Maruti,IgnisAlpha AMT Petrol Dual Tone,2019,Delhi-Ncr,39000.0,petrol,automatic,509999.99999999994,8685"
"5332,Maruti,CiazZeta 1.5,2024,Delhi-Ncr,6000.0,petrol,manual,969999.9999999999,16518"
"5333,Kia,SonetGTX Plus 1.0 DCT,2023,Delhi-Ncr,36000.0,petrol,automatic,1142000.0,19639"
"5334,Toyota,Corolla AltisVL CVT Petrol,2018,Delhi-Ncr,57500.0,petrol,automatic,1083000.0,18630"
"5335,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Delhi-Ncr,81000.0,petrol,automatic,513999.99999999994,8753"
"5336,Honda,JazzV Petrol,2016,Delhi-Ncr,46500.0,petrol,manual,430000.0,6864"
"5337,Toyota,Fortuner2.7 2WD MT Petrol,2016,Delhi-Ncr,41000.0,petrol,manual,1989999.9999999998,34225"
"5338,Honda,JazzV AT Petrol,2017,Delhi-Ncr,66500.0,petrol,automatic,459000.0,7327"
"5339,Hyundai,VernaSX (O)1.6 VTVT,2018,Delhi-Ncr,68000.0,petrol,manual,801000.0,13640"
"5340,Honda,Amaze1.2 V MT Petrol,2020,Delhi-Ncr,122000.0,petrol,manual,553000.0,9417"
"5341,MG,HectorSharp 1.5 Petrol CVT,2021,Delhi-Ncr,65000.0,petrol,automatic,1274000.0,21910"
"5342,Kia,SonetHTX 1.0 iMT,2021,Delhi-Ncr,67000.0,petrol,manual,749000.0,12755"
"5343,Mahindra,XUV 300W8 (O) Petrol,2019,Delhi-Ncr,49500.0,petrol,manual,752000.0,12806"
"5344,Renault,KigerRXZ Turbo CVT Dual Tone,2021,Delhi-Ncr,40500.0,petrol,automatic,725000.0,12346"
"5345,Hyundai,ExterSX (O) Connect 1.2 MT Dual Tone,2023,Delhi-Ncr,41500.0,petrol,manual,751000.0,12789"
"5346,Tata,NexonXZ Plus,2021,Delhi-Ncr,51500.0,petrol,manual,793000.0,13504"
"5347,Maruti,XL6Alpha AT Petrol,2020,Delhi-Ncr,103000.0,petrol,automatic,856000.0,14577"
"5348,Hyundai,Elite i20Magna Plus 1.2 + CNG (Outside Fitted),2019,Delhi-Ncr,56000.0,cng,manual,541000.0,9212"
"5349,Tata,SafariXT Plus Dark Edition,2023,Delhi-Ncr,48500.0,diesel,manual,1662000.0,28584"
"5350,Maruti,BalenoZeta 1.2,2017,Delhi-Ncr,55500.0,petrol,manual,498000.00000000006,8480"
"5351,Kia,SonetGTX Plus 1.0 iMT,2021,Delhi-Ncr,22000.0,petrol,manual,988000.0000000001,16825"
"5352,Kia,SonetGTX Plus 1.0 iMT,2020,Delhi-Ncr,32000.0,petrol,manual,881000.0,15002"
"5353,Hyundai,VenueSX 1.0 Turbo iMT,2022,Delhi-Ncr,41500.0,petrol,manual,814000.0,13861"
"5354,Nissan,MagniteXV Premium Turbo CVT,2023,Delhi-Ncr,27500.0,petrol,automatic,851000.0,14492"
"5355,Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Delhi-Ncr,91000.0,petrol,automatic,780000.0,13282"
"5356,Ford,EcoSportTitanium 1.0 Ecoboost,2014,Delhi-Ncr,67500.0,petrol,manual,424000.0,9099"
"5357,Hyundai,CretaSX OPT Turbo DCT Petrol,2020,Delhi-Ncr,64500.0,petrol,automatic,1161000.0,19966"
"5358,Maruti,ErtigaVXI,2016,Delhi-Ncr,79000.0,petrol,manual,561000.0,9553"
"5359,Tata,SafariXT Plus Dark Edition,2023,Delhi-Ncr,23500.0,diesel,manual,1672000.0,28754"
"5360,Ford,EcoSportAmbiente 1.5L Ti-VCT,2019,Delhi-Ncr,62000.0,petrol,manual,542000.0,9229"
"5361,Kia,SeltosHTX Plus D,2021,Delhi-Ncr,84500.0,diesel,manual,1132000.0,19468"
"5362,Maruti,XL6Zeta MT Petrol,2022,Delhi-Ncr,63500.0,petrol,manual,877999.9999999999,14951"
"5363,Ford,EcoSportS Petrol,2020,Delhi-Ncr,45000.0,petrol,manual,714000.0,12159"
"5364,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Delhi-Ncr,106500.0,petrol,automatic,512000.0,8719"
"5365,Tata,NexonXZ Plus (O),2021,Delhi-Ncr,50000.0,petrol,manual,847000.0000000001,14423"
"5366,Tata,NexonXZ Plus (O),2021,Delhi-Ncr,44500.0,petrol,manual,869999.9999999999,14815"
"5367,Tata,TiagoRevotron XZA AMT,2019,Delhi-Ncr,29500.0,petrol,automatic,476000.0,8106"
"5368,BMW,X1sDrive20i SportX,2021,Delhi-Ncr,28500.0,petrol,automatic,2650000.0,45576"
"5369,Maruti,BalenoSigma MT,2023,Delhi-Ncr,9500.0,petrol,manual,578000.0,9843"
"5370,Nissan,MagniteXV Premium Turbo CVT,2021,Delhi-Ncr,30500.0,petrol,automatic,818000.0,14287"
"5371,Tata,TiagoXZ,2021,Delhi-Ncr,32500.0,petrol,manual,508000.0,8650"
"5372,Honda,CityZX CVT,2017,Delhi-Ncr,97500.0,petrol,automatic,740000.0,12601"
"5373,Toyota,Urban CruiserMid Grade MT,2022,Delhi-Ncr,36500.0,petrol,manual,719000.0,12244"
"5374,Tata,NexonXZ Plus,2019,Delhi-Ncr,52000.0,petrol,manual,660000.0,11239"
"5375,Kia,SonetGTX Plus 1.5 AT,2020,Delhi-Ncr,114000.0,diesel,automatic,897000.0000000001,15275"
"5376,Maruti,DzireVXi AMT,2020,Delhi-Ncr,86500.0,petrol,automatic,587000.0,9996"
"5377,Honda,CityV,2016,Delhi-Ncr,51000.0,petrol,manual,558000.0,9502"
"5378,Maruti,XL6Zeta AT Petrol,2022,Delhi-Ncr,39000.0,petrol,automatic,1077000.0,18522"
"5379,Tata,NexonXZ Plus S,2021,Delhi-Ncr,29000.0,petrol,manual,874000.0,14883"
"5380,Jeep,Compass80 Anniversary 2.0 Diesel 4x4 AT,2021,Delhi-Ncr,26500.0,diesel,automatic,1889999.9999999998,32505"
"5381,Mahindra,XUV700MX Diesel MT 5 STR,2023,Delhi-Ncr,39500.0,diesel,manual,1262000.0,21704"
"5382,Nissan,MagniteXL,2021,Delhi-Ncr,69500.0,petrol,manual,458000.0,7799"
"5383,Maruti,S-CrossSigma,2021,Delhi-Ncr,43000.0,petrol,manual,671000.0,11426"
"5384,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2017,Delhi-Ncr,43000.0,petrol,automatic,583000.0,9928"
"5385,Hyundai,i20 Active1.2 S,2015,Delhi-Ncr,63000.0,petrol,manual,430000.0,7827"
"5386,Kia,SeltosGTX Plus DCT,2019,Delhi-Ncr,49500.0,petrol,automatic,1111000.0,19107"
"5387,Tata,TiagoXZ CNG (Outside Fitted),2016,Delhi-Ncr,72500.0,cng,manual,336000.0,5721"
"5388,Maruti,CiazZeta 1.4 AT,2017,Delhi-Ncr,52000.0,petrol,automatic,577000.0,9825"
"5389,Maruti,CelerioVXi CNG,2023,Delhi-Ncr,26000.0,cng,manual,573000.0,9757"
"5390,Tata,NexonXZ Plus (HS),2022,Delhi-Ncr,29000.0,petrol,manual,911999.9999999999,15530"
"5391,Renault,KigerRXT MT,2021,Delhi-Ncr,58500.0,petrol,manual,490000.00000000006,8344"
"5392,Honda,JazzZX CVT,2021,Delhi-Ncr,56000.0,petrol,automatic,701000.0,11191"
"5393,Maruti,BalenoZeta 1.2 AT,2018,Delhi-Ncr,34000.0,petrol,automatic,581000.0,9894"
"5394,Tata,TiagoRevotron XM CNG,2023,Delhi-Ncr,28500.0,petrol+cng,manual,558000.0,9502"
"5395,Hyundai,Creta1.6 SX Plus Petrol,2016,Delhi-Ncr,94500.0,petrol,manual,682000.0,11614"
"5396,Kia,SeltosGTX,2019,Delhi-Ncr,87000.0,petrol,manual,997000.0000000001,16978"
"5397,Renault,KigerRXZ AMT Dual Tone,2021,Delhi-Ncr,6500.0,petrol,automatic,676000.0,11511"
"5398,Maruti,Alto 800LXi CNG,2019,Delhi-Ncr,56500.0,cng,manual,289000.0,4921"
"5399,Hyundai,Creta1.6 SX Plus Petrol,2016,Delhi-Ncr,113000.0,petrol,manual,595000.0,10132"
"5400,Maruti,CiazZeta 1.5 AT,2023,Delhi-Ncr,20000.0,petrol,automatic,932000.0,15871"
"5401,Maruti,CelerioZXi Plus AMT,2022,Delhi-Ncr,96000.0,petrol,automatic,512000.0,8719"
"5402,Honda,CityVX CVT,2014,Delhi-Ncr,91500.0,petrol,automatic,543000.0,11653"
"5403,Toyota,Fortuner2.7 2WD AT Petrol,2018,Delhi-Ncr,80000.0,petrol,automatic,2300000.0,39556"
"5404,Maruti,S-CrossAlpha,2021,Delhi-Ncr,50500.0,petrol,manual,861999.9999999999,14679"
"5405,Kia,SeltosHTK Plus iMT,2022,Delhi-Ncr,31000.0,petrol,manual,1117000.0,19210"
"5406,Maruti,CelerioVXi,2019,Delhi-Ncr,17000.0,petrol,manual,363000.0,6181"
"5407,Tata,AltrozXT 1.2,2022,Delhi-Ncr,33000.0,petrol,manual,619000.0,10541"
"5408,Tata,NexonXZ Plus (O),2022,Delhi-Ncr,46000.0,petrol,manual,878999.9999999999,14968"
"5409,Tata,AltrozXZ 1.5,2024,Delhi-Ncr,21500.0,diesel,manual,831000.0,14151"
"5410,Honda,City1.5 V MT,2013,Delhi-Ncr,70500.0,petrol,manual,364000.0,9811"
"5411,Honda,Amaze1.2 VX CVT Petrol,2021,Delhi-Ncr,6000.0,petrol,automatic,750000.0,12772"
"5412,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Delhi-Ncr,109500.0,petrol,automatic,753000.0,12823"
"5413,Maruti,S-CrossSigma,2022,Delhi-Ncr,23500.0,petrol,manual,749000.0,12755"
"5414,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2018,Delhi-Ncr,78000.0,petrol,automatic,574000.0,9774"
"5415,Audi,A335 TFSI Premium Plus,2019,Delhi-Ncr,63000.0,petrol,automatic,1800000.0,30957"
"5416,Honda,CityZX CVT Petrol,2018,Delhi-Ncr,64000.0,petrol,automatic,827000.0,14083"
"5417,Volkswagen,PoloHighline1.2L (P),2012,Delhi-Ncr,20000.0,petrol,manual,327000.0,11659"
"5418,Tata,NexonXZA Plus Dualtone Roof (O) AMT,2021,Delhi-Ncr,30000.0,petrol,automatic,946000.0000000001,16109"
"5419,Kia,SonetHTX 1.0 iMT,2021,Delhi-Ncr,40000.0,petrol,manual,857000.0,14594"
"5420,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2017,Delhi-Ncr,56000.0,petrol,automatic,589000.0,10030"
"5421,Nissan,MagniteXV,2022,Delhi-Ncr,61000.0,petrol,manual,549000.0,9349"
"5422,Honda,JazzV AT Petrol,2016,Delhi-Ncr,50500.0,petrol,automatic,448000.00000000006,7645"
