",Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi"
"249,Tata,NexonXMA AMT Diesel,2019,Bangalore,50500.0,diesel,automatic,749000.0,12755"
"250,Maruti,DzireZXi Plus AMT,2017,Bangalore,109000.0,petrol,automatic,527000.0,8974"
"251,Hyundai,Creta1.6 SX Plus Auto Petrol,2016,Bangalore,78000.0,petrol,automatic,753000.0,12823"
"252,Hyundai,Grand i10Magna 1.2 Kappa VTVT,2019,Bangalore,123000.0,petrol,manual,447000.0,7612"
"253,Skoda,KushaqAmbition 1.0L TSI AT,2023,Bangalore,31000.0,petrol,automatic,1378000.0,23699"
"254,Renault,KwidRXT 1.0 SCE Special (O),2019,Bangalore,79000.0,petrol,manual,375000.0,6386"
"255,Toyota,Innova Crysta2.7 ZX AT 7 STR,2018,Bangalore,47000.0,petrol,automatic,1748999.9999999998,30078"
"256,Honda,Amaze1.2 VX CVT i-VTEC,2023,Bangalore,35000.0,petrol,automatic,899000.0,15309"
"257,Tata,HarrierXZ Plus,2023,Bangalore,31500.0,diesel,manual,1741000.0,29943"
"258,Hyundai,VenueSX(O) 1.5 CRDI,2021,Bangalore,71500.0,diesel,manual,997000.0000000001,16978"
"259,Hyundai,i20Asta 1.4 CRDI,2014,Bangalore,126500.0,diesel,manual,472000.0,10130"
"260,Maruti,A-StarVxi,2011,Bangalore,94000.0,petrol,manual,193000.0,12928"
"261,Ford,EcoSportTitanium 1.5 TDCi (Opt),2014,Bangalore,105500.0,diesel,manual,463999.99999999994,9958"
"262,Renault,TriberRXZ,2022,Bangalore,31000.0,petrol,manual,693000.0,11801"
"263,Maruti,Alto 800Vxi,2014,Bangalore,97000.0,petrol,manual,240000.0,5343"
"264,Maruti,CiazAlpha AT Petrol,2020,Bangalore,109500.0,petrol,automatic,795000.0,13538"
"265,Renault,Kwid1.0 RXT AMT Opt,2018,Bangalore,46500.0,petrol,automatic,391000.0,6658"
"266,Maruti,BalenoDelta 1.2,2018,Bangalore,59500.0,petrol,manual,537000.0,9144"
"267,Kia,CarensPrestige Plus 1.5 Turbo Petrol iMT 7 STR,2023,Bangalore,9500.0,petrol,manual,1439000.0,24748"
"268,Renault,KigerRXZ Turbo MT,2022,Bangalore,32000.0,petrol,manual,799000.0,13606"
"269,Hyundai,Grand i10Sportz (O) AT 1.2 Kappa VTVT,2017,Bangalore,123000.0,petrol,automatic,478000.0,8140"
"270,Hyundai,Grand i10Asta AT 1.2 Kappa VTVT,2015,Bangalore,53000.0,petrol,automatic,429000.0,7808"
"271,Hyundai,i10Era 1.1 iRDE2,2012,Bangalore,67500.0,petrol,manual,256000.0,9736"
"272,Maruti,Vitara BrezzaZDi Plus Dual Tone AGS,2018,Bangalore,81500.0,diesel,automatic,798000.0,13589"
"273,Maruti,Vitara BrezzaZDi+ Dual Tone,2018,Bangalore,115500.0,diesel,manual,768000.0,13078"
"274,Renault,Duster110 PS RXL 4X2 AMT,2017,Bangalore,96000.0,diesel,automatic,625000.0,10643"
"275,Renault,TriberRXZ,2020,Bangalore,43500.0,petrol,manual,559000.0,9519"
"276,Maruti,DzireZXI Plus AMT,2022,Bangalore,18000.0,petrol,automatic,849000.0,14457"
"277,Renault,Duster110 PS RXS MT Diesel,2020,Bangalore,44500.0,diesel,manual,871000.0000000001,15207"
"278,Tata,NexonXZA Plus Diesel,2022,Bangalore,50000.0,diesel,automatic,1092000.0,18783"
"279,Maruti,CelerioZXi AMT,2016,Bangalore,47000.0,petrol,automatic,459000.0,7816"
"280,Hyundai,i20Asta 1.4 CRDI,2012,Bangalore,111000.0,diesel,manual,391000.0,14871"
"281,Hyundai,VenueSX 1.0 (O) Turbo,2019,Bangalore,100500.0,petrol,manual,777000.0,13231"
"282,Hyundai,XcentS AT 1.2 (O),2014,Bangalore,92000.0,petrol,automatic,390000.0,7847"
"283,Maruti,CelerioZXI (O) AMT,2021,Bangalore,20000.0,petrol,automatic,611000.0,10677"
"284,Mahindra,XUV500W6,2015,Bangalore,119500.0,diesel,manual,807000.0,15358"
"285,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2018,Bangalore,9000.0,petrol,manual,551000.0,9383"
"286,Maruti,DzireZDi AMT,2017,Bangalore,70000.0,diesel,automatic,637000.0,10847"
"287,Nissan,MagniteXV Premium Turbo CVT,2021,Bangalore,28500.0,petrol,automatic,853999.9999999999,14543"
"288,Maruti,S-CrossZeta,2022,Bangalore,81000.0,petrol,manual,824000.0,14032"
"289,Hyundai,Grand i10Asta AT 1.2 Kappa VTVT,2015,Bangalore,92000.0,petrol,automatic,446000.0,8118"
"290,Honda,JazzS Diesel,2016,Bangalore,134500.0,diesel,manual,426000.0,7269"
"291,Hyundai,i20Magna (O) 1.4 CRDI,2014,Bangalore,85000.0,diesel,manual,403000.0,8649"
"292,Renault,TriberRXZ AMT,2021,Bangalore,21500.0,petrol,automatic,660000.0,11239"
"293,Ford,FigoTitanium Petrol,2021,Bangalore,44000.0,petrol,manual,618000.0,10524"
"294,Mahindra,KUV100K2 6 STR,2016,Bangalore,50500.0,petrol,manual,351000.0,5977"
"295,Renault,KigerRXT (O) MT,2022,Bangalore,20000.0,petrol,manual,614000.0,10456"
"296,Tata,NexonXZA Plus (O) Diesel,2022,Bangalore,87500.0,diesel,automatic,1113000.0,19141"
"297,Hyundai,VenueSX 1.0 (O) Turbo iMT,2020,Bangalore,50500.0,petrol,manual,888000.0000000001,15122"
"298,Kia,SeltosGTX Plus AT D,2022,Bangalore,73000.0,diesel,automatic,1549000.0,26640"
"299,Ford,EcoSportTitanium 1.5L TDCi,2016,Bangalore,96000.0,diesel,manual,571000.0,9723"
"300,Renault,KwidRXT,2016,Bangalore,79000.0,petrol,manual,300000.0,5108"
"301,Maruti,Wagon R 1.0VXI AMT,2018,Bangalore,69000.0,petrol,automatic,455999.99999999994,8149"
"302,Hyundai,XcentS AT,2017,Bangalore,29000.0,petrol,automatic,567000.0,9052"
"303,Hyundai,i10Sportz 1.1 Petrol,2015,Bangalore,93500.0,petrol,manual,349000.0,6352"
"304,Maruti,Swift DzireVXi,2011,Bangalore,108500.0,petrol,manual,315000.0,22507"
"305,Tata,TigorRevotron XZ+ CNG Dual Tone,2022,Bangalore,27000.0,petrol+cng,manual,767000.0,13061"
"306,Hyundai,CretaSX OPT Turbo DCT Petrol,2020,Bangalore,100500.0,petrol,automatic,1247000.0,21440"
"307,Renault,Kwid1.0 RXL AMT,2018,Bangalore,28500.0,petrol,automatic,377000.0,6420"
"308,Honda,JazzVX Diesel,2015,Bangalore,70500.0,diesel,manual,441000.0,7525"
"309,Tata,TigorRevotron XZA Plus AMT Dual Tone,2022,Bangalore,18500.0,petrol,automatic,761000.0,12959"
"310,Maruti,Alto K10VXi,2016,Bangalore,89000.0,petrol,manual,310000.0,5279"
"311,Maruti,DzireZXi Plus AMT,2018,Bangalore,87500.0,petrol,automatic,607000.0,10336"
"312,Honda,Amaze1.5 VX i-DTEC,2015,Bangalore,138500.0,diesel,manual,432000.0,7863"
"313,Honda,Amaze1.5 SX i-DTEC,2016,Bangalore,70000.0,diesel,manual,554000.0,9434"
"314,Hyundai,i10Magna 1.2 Petrol,2011,Bangalore,53000.0,petrol,manual,288000.0,20578"
"315,Hyundai,i10Magna 1.2 Petrol,2011,Bangalore,80500.0,petrol,manual,274000.0,19578"
"316,Tata,ZestXM Petrol,2016,Bangalore,92000.0,petrol,manual,381000.0,6488"
"317,Renault,DusterRXZ Turbo CVT Petrol,2020,Bangalore,100000.0,petrol,automatic,798000.0,13589"
"318,Hyundai,VenueSX 1.0  Turbo iMT,2020,Bangalore,47000.0,petrol,manual,813000.0000000001,13844"
"319,Tata,NexonXZA Plus Dualtone Roof AMT S,2023,Bangalore,14000.0,petrol,automatic,1178000.0,20265"
"320,Maruti,DzireVDi AMT,2018,Bangalore,58500.0,diesel,automatic,678000.0,11545"
"321,Renault,Kwid1.0 RXT AMT,2018,Bangalore,27000.0,petrol,automatic,375000.0,6386"
"322,Hyundai,Verna1.6 CRDI SX (O) AT,2019,Bangalore,92500.0,diesel,automatic,977999.9999999999,17080"
"323,Maruti,CiazZeta 1.4 AT,2017,Bangalore,65000.0,petrol,automatic,674000.0,11477"
"324,Hyundai,i20Sportz 1.4 CRDI,2013,Bangalore,88500.0,diesel,manual,441000.0,11887"
"325,Maruti,IgnisZeta AMT Petrol,2023,Bangalore,80000.0,petrol,automatic,628000.0,10694"
"326,Renault,TriberRXZ,2023,Bangalore,64000.0,petrol,manual,678000.0,11545"
"327,Hyundai,Elite i20Asta 1.2 AT,2018,Bangalore,43000.0,petrol,automatic,623000.0,10609"
"328,Datsun,Redi-GOT (O),2017,Bangalore,48500.0,petrol,manual,254000.0,9660"
"329,Tata,TigorRevotron XZ+,2023,Bangalore,13000.0,petrol,manual,768000.0,13078"
"330,Honda,JazzZX CVT,2022,Bangalore,27000.0,petrol,automatic,975000.0,15565"
"331,Honda,CityVX CVT,2017,Bangalore,85500.0,petrol,automatic,767000.0,13061"
"332,Hyundai,Grand i10 NiosSportz 1.2 CNG,2023,Bangalore,17000.0,petrol+cng,manual,768000.0,13078"
"333,Maruti,SwiftVXI,2011,Bangalore,93000.0,petrol,manual,302000.0,21579"
"334,Honda,CityVX CVT,2014,Bangalore,91000.0,petrol,automatic,509999.99999999994,10945"
"335,Datsun,Redi-GOT(O) 1.0,2018,Bangalore,26000.0,petrol,manual,281000.0,10687"
"336,Maruti,Wagon R 1.0LXI,2013,Bangalore,39500.0,petrol,manual,311000.0,8624"
"337,Hyundai,Grand i10Magna 1.2 Kappa VTVT,2019,Bangalore,106000.0,petrol,manual,475000.0,8088"
"338,Maruti,Alto 800Lxi,2013,Bangalore,79500.0,petrol,manual,229000.0,6350"
"339,Tata,SafariXT Plus,2021,Bangalore,49000.0,diesel,manual,1561000.0,26847"
"340,Hyundai,New Santro 1.1Sportz MT,2022,Bangalore,11500.0,petrol,manual,574000.0,9163"
"341,Hyundai,VernaSX (O) 1.6 VTVT AT,2018,Bangalore,44000.0,petrol,automatic,798000.0,13589"
"342,Maruti,Alto K10VXi,2016,Bangalore,42000.0,petrol,manual,326000.0,5551"
"343,Maruti,BalenoZeta AT Petrol,2018,Bangalore,33500.0,petrol,automatic,699000.0,11903"
"344,Tata,NexonXZ Plus Diesel S,2022,Bangalore,39000.0,diesel,manual,1120000.0,19259"
"345,Maruti,ErtigaVDi,2013,Bangalore,80000.0,diesel,manual,591000.0,15930"
"346,Maruti,Wagon R 1.0VXI AMT,2016,Bangalore,39000.0,petrol,automatic,434999.99999999994,7774"
"347,Renault,Kwid1.0 RXT AMT,2016,Bangalore,56000.0,petrol,automatic,367000.0,6249"
"348,Volkswagen,Ameo1.0 Comfortline Petrol,2019,Bangalore,46000.0,petrol,manual,570000.0,9100"
"349,Hyundai,Elite i20Asta 1.4 CRDI,2015,Bangalore,99500.0,diesel,manual,574000.0,10448"
"350,Hyundai,i20Sportz 1.4 CRDI,2013,Bangalore,100500.0,diesel,manual,395000.0,10647"
"351,Mahindra,KUV100K4 6 STR,2016,Bangalore,43000.0,petrol,manual,339000.0,5772"
"352,Volkswagen,TaigunTopline 1.0 TSI MT,2023,Bangalore,26500.0,petrol,manual,1328000.0,22839"
"353,Hyundai,XcentSX 1.2,2014,Bangalore,41500.0,petrol,manual,409999.99999999994,8249"
"354,Maruti,DzireZDi AMT,2017,Bangalore,49500.0,diesel,automatic,674000.0,11477"
"355,Tata,AltrozXZ 1.2 MT Dual tone,2021,Bangalore,48500.0,petrol,manual,736000.0,12533"
"356,Maruti,S-PressoVXI Plus,2020,Bangalore,29000.0,petrol,manual,409999.99999999994,6982"
"357,Ford,EcoSportTitanium 1.5L TDCi,2018,Bangalore,77500.0,diesel,manual,725000.0,12346"
"358,Hyundai,i10Era Petrol,2013,Bangalore,80000.0,petrol,manual,284000.0,7655"
"359,Datsun,Redi-GOT (O),2016,Bangalore,48000.0,petrol,manual,238000.0,17006"
"360,Volkswagen,VirtusGT+ 1.5 Petrol MT,2023,Bangalore,88000.0,petrol,manual,1445000.0,24845"
"361,Hyundai,VenueSX 1.0  Turbo,2022,Bangalore,11500.0,petrol,manual,991000.0,16876"
"362,Maruti,Vitara BrezzaVDi,2018,Bangalore,36500.0,diesel,manual,732000.0,12465"
"363,Tata,SafariXZA Plus,2021,Bangalore,54500.0,diesel,automatic,1811000.0,31454"
"364,Hyundai,Creta1.6 EX VTVT,2019,Bangalore,120500.0,petrol,manual,781000.0,13299"
"365,Renault,KwidRXT,2016,Bangalore,118000.0,petrol,manual,271000.0,4614"
"366,Ford,FigoTitanium Petrol,2020,Bangalore,46500.0,petrol,manual,509000.0,8667"
"367,Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2020,Bangalore,36000.0,petrol,automatic,964000.0,16416"
"368,Hyundai,Elite i20Asta 1.2,2015,Bangalore,93000.0,petrol,manual,530000.0,9902"
"369,Renault,KigerRXZ 1.0 Turbo MT Dual Tone,2022,Bangalore,18000.0,petrol,manual,811000.0,13810"
"370,Renault,Duster85 PS RxL Diesel,2015,Bangalore,111500.0,diesel,manual,541000.0,10102"
"371,Skoda,RapidElegance Diesel MT,2014,Bangalore,93000.0,diesel,manual,426000.0,8571"
"372,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Bangalore,41500.0,petrol,manual,554000.0,9434"
"373,Maruti,Vitara BrezzaZDi Plus Dual Tone AGS,2019,Bangalore,62500.0,diesel,automatic,953999.9999999999,16246"
"374,Tata,TiagoRevotorq XT,2016,Bangalore,56000.0,diesel,manual,420000.0,7152"
"375,Honda,CityZX CVT,2017,Bangalore,52000.0,petrol,automatic,842000.0,14338"
"376,Honda,CityVX CVT,2014,Bangalore,67000.0,petrol,automatic,595000.0,12769"
"377,Hyundai,Grand i10Magna 1.2 Kappa VTVT,2020,Bangalore,51500.0,petrol,manual,568000.0,9672"
"378,Tata,TiagoRevotron XZ Plus,2019,Bangalore,56000.0,petrol,manual,513000.0,8736"
"379,Ford,EcoSportTitanium 1.5L TDCi (Opt),2016,Bangalore,82000.0,diesel,manual,655000.0,11154"
"380,Maruti,Swift DzireVXI 1.2,2012,Bangalore,119000.0,petrol,manual,341000.0,12969"
"381,Hyundai,i10Era Petrol,2012,Bangalore,56000.0,petrol,manual,260000.0,9888"
"382,Maruti,Vitara BrezzaZDi,2016,Bangalore,89500.0,diesel,manual,675000.0,11494"
"383,Tata,TiagoRevotron XZA AMT,2019,Bangalore,23000.0,petrol,automatic,585000.0,9962"
"384,Maruti,Wagon R 1.0VXI,2014,Bangalore,38000.0,petrol,manual,344000.0,7881"
"385,Mahindra,KUV100K8 5 STR,2017,Bangalore,72000.0,petrol,manual,418000.0,7118"
"386,Honda,CityVX CVT,2017,Bangalore,78000.0,petrol,automatic,760000.0,12942"
"387,Nissan,MicraXV Petrol,2015,Bangalore,41500.0,petrol,manual,388000.0,6621"
"388,Maruti,Vitara BrezzaVDi,2019,Bangalore,43500.0,diesel,manual,789000.0,13436"
"389,Datsun,GOT,2014,Bangalore,44000.0,petrol,manual,234000.0,16720"
"390,Maruti,Wagon R 1.0LXI,2012,Bangalore,71500.0,petrol,manual,260000.0,10085"
"391,Mahindra,XUV500W6 AT,2018,Bangalore,86000.0,diesel,automatic,1066000.0,19248"
"392,Maruti,DzireZDi AMT,2017,Bangalore,87000.0,diesel,automatic,624000.0,10626"
"393,Maruti,IgnisZeta 1.2 AMT,2023,Bangalore,15500.0,petrol,automatic,702000.0,11954"
"394,Renault,TriberRXZ AMT,2022,Bangalore,28000.0,petrol,automatic,669000.0,11392"
"395,Maruti,SwiftLXI,2012,Bangalore,36500.0,petrol,manual,349000.0,13273"
"396,Maruti,Alto K10LXI,2024,Bangalore,37500.0,petrol,manual,413000.0,7033"
"397,Hyundai,i10Magna 1.2 Petrol,2011,Bangalore,71000.0,petrol,manual,239000.0,17077"
"398,Hyundai,i10magna 1.1,2013,Bangalore,67000.0,petrol,manual,282000.0,7601"
"399,Hyundai,VernaSX Plus 1.6 CRDi AT,2018,Bangalore,83500.0,diesel,automatic,850000.0,14475"
"400,Tata,TiagoRevotron XZA AMT,2018,Bangalore,68500.0,petrol,automatic,472000.0,8037"
"401,Maruti,XL6Zeta AT Petrol,2022,Bangalore,24500.0,petrol,automatic,1129000.0,19416"
"402,Volkswagen,AmeoHighline1.2L (P),2017,Bangalore,30500.0,petrol,manual,540000.0,8621"
"403,Maruti,CiazZeta 1.3 Diesel,2018,Bangalore,75000.0,diesel,manual,642000.0,10932"
"404,Maruti,BalenoZeta AT Petrol,2016,Bangalore,74500.0,petrol,automatic,540000.0,9195"
"405,Maruti,Vitara BrezzaZDI PLUS Dual Tone,2018,Bangalore,50000.0,diesel,manual,850000.0,14475"
"406,Volkswagen,PoloHighline 1.5 (D),2015,Bangalore,67500.0,diesel,manual,605000.0,10324"
"407,Hyundai,Elite i20Asta 1.2,2017,Bangalore,56000.0,petrol,manual,605000.0,10302"
"408,Hyundai,XcentS,2019,Bangalore,61000.0,petrol,manual,501000.0,7998"
"409,Nissan,SunnyXL Diesel,2017,Bangalore,54500.0,diesel,manual,492000.0,7854"
"410,Skoda,SlaviaAmbition 1.0L TSI MT,2023,Bangalore,25500.0,petrol,manual,1180000.0,20826"
"411,Maruti,SwiftZXI,2023,Bangalore,20000.0,petrol,manual,792000.0,13487"
"412,Maruti,Wagon R 1.0LXI,2012,Bangalore,81000.0,petrol,manual,252999.99999999997,9813"
"413,Tata,NexonXZ Plus Diesel,2018,Bangalore,80500.0,diesel,manual,718000.0,12227"
"414,Maruti,Wagon R 1.0LXI,2013,Bangalore,39500.0,petrol,manual,295000.0,8181"
"415,Maruti,Vitara BrezzaZDi,2018,Bangalore,49000.0,diesel,manual,797000.0,13572"
"416,Renault,TriberRXZ AMT,2023,Bangalore,12000.0,petrol,automatic,786000.0,13725"
"417,Volkswagen,PoloComfortline 1.5 (D),2015,Bangalore,101000.0,diesel,manual,503000.0,8583"
"418,Maruti,RitzVxi BS-IV,2014,Bangalore,99500.0,petrol,manual,354000.0,7122"
"419,Volkswagen,PoloComfortline 1.2L (P),2013,Bangalore,111500.0,petrol,manual,376000.0,9501"
"420,Renault,Duster110 PS RXZ 4X2 AMT,2018,Bangalore,66500.0,diesel,automatic,795000.0,13538"
"421,Honda,CityZX Diesel,2019,Bangalore,49500.0,diesel,manual,1039000.0,17863"
"422,Skoda,Octavia1.8 TSI Style Plus AT,2016,Bangalore,87500.0,petrol,automatic,1188000.0,20435"
"423,Volkswagen,Vento1.6L Highline Petrol,2015,Bangalore,76500.0,petrol,manual,549000.0,9368"
"424,Hyundai,Elite i20Sportz Plus 1.4 CRDI,2019,Bangalore,117500.0,diesel,manual,624000.0,10626"
"425,Honda,CityVX,2014,Bangalore,108000.0,petrol,manual,520000.0,11160"
"426,Maruti,Vitara BrezzaVDi (O),2017,Bangalore,108000.0,diesel,manual,625000.0,10643"
"427,Maruti,CiazZeta 1.4 AT,2018,Bangalore,62000.0,petrol,automatic,633000.0,11052"
"428,Maruti,IgnisSigma 1.2 MT,2024,Bangalore,2500.0,petrol,manual,564000.0,9604"
"429,Maruti,CelerioZXI (O) AMT,2016,Bangalore,30500.0,petrol,automatic,373000.0,6351"
"430,Mahindra,TUV300T6,2016,Bangalore,87500.0,diesel,manual,490000.00000000006,8344"
"431,Tata,AltrozXT 1.2,2020,Bangalore,13000.0,petrol,manual,609000.0,10370"
"432,Maruti,BalenoZeta,2020,Bangalore,51000.0,petrol,manual,627000.0,10677"
"433,Volvo,XC40B4 Ultimate,2022,Bangalore,66500.0,petrol,automatic,3350000.0,57616"
"434,Mercedes,GLA200 CGI Sport,2016,Bangalore,56000.0,petrol,automatic,1700000.0,29237"
"435,Hyundai,VernaFluidic 1.6 VTVT SX Opt,2013,Bangalore,34000.0,petrol,manual,522000.0,14070"
"436,Honda,CityVX CVT Petrol,2018,Bangalore,18500.0,petrol,automatic,894999.9999999999,15241"
"437,Tata,NexonXMA,2020,Bangalore,27500.0,petrol,automatic,675000.0,11494"
"438,Toyota,Fortuner4X2 AT 2.7 Petrol,2022,Bangalore,46500.0,petrol,automatic,3059000.0,52610"
"439,Tata,PunchAdventure MT,2022,Bangalore,24000.0,petrol,manual,639000.0,10881"
"440,Hyundai,EonEra +,2019,Bangalore,53000.0,petrol,manual,275000.0,4390"
"441,Hyundai,Grand i10Magna 1.2 Kappa VTVT,2014,Bangalore,65000.0,petrol,manual,314000.0,6739"
"442,Maruti,SwiftVXI,2019,Bangalore,9000.0,petrol,manual,575000.0,9791"
"443,Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT Dual Tone,2021,Bangalore,89000.0,petrol,manual,585000.0,9962"
"444,Hyundai,i20 N LineN8 1.0 Turbo DCT,2022,Bangalore,16000.0,petrol,automatic,1080000.0,18573"
"445,Ford,FigoTitanium1.5 TDCi,2017,Bangalore,56500.0,diesel,manual,419000.00000000006,11294"
"446,Tata,AltrozXM 1.2,2022,Bangalore,51500.0,petrol,manual,549000.0,9349"
"447,Maruti,Alto 800LXi,2017,Bangalore,5000.0,petrol,manual,327000.0,5844"
"448,Hyundai,VernaFluidic 1.6 VTVT SX,2014,Bangalore,99500.0,petrol,manual,471000.0,12695"
"449,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2017,Bangalore,49500.0,petrol,manual,417000.0,7101"
"450,Jeep,CompassLimited 2.0 Diesel,2018,Bangalore,50500.0,diesel,manual,1190000.0,20465"
"451,Mahindra,XUV700AX 7 Petrol MT 7 STR,2023,Bangalore,6000.0,petrol,manual,2030999.9999999998,34930"
"452,Maruti,Alto 800Lxi,2014,Bangalore,26000.0,petrol,manual,259000.0,5766"
"453,Maruti,Wagon R 1.0VXI,2023,Bangalore,1500.0,petrol,manual,580000.0,10366"
"454,Hyundai,Grand i10 NiosMagna AMT 1.2 Kappa VTVT,2020,Bangalore,20500.0,petrol,automatic,596000.0,10149"
"455,Hyundai,Grand i10 NiosMagna AMT 1.2 Kappa VTVT,2020,Bangalore,103500.0,petrol,automatic,531000.0,9042"
"456,Maruti,Wagon R 1.0VXI,2015,Bangalore,17500.0,petrol,manual,380000.0,4834"
"457,Ford,EcoSportTitanium + 1.5L Ti-VCT,2018,Bangalore,71500.0,petrol,manual,767000.0,13061"
"458,Maruti,BalenoDelta 1.2 AT,2016,Bangalore,120000.0,petrol,automatic,423000.00000000006,7699"
"459,Ford,EcoSportTitanium 1.5L Ti-VCT,2018,Bangalore,38500.0,petrol,manual,769000.0,13095"
"460,Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Bangalore,25500.0,petrol,manual,847000.0000000001,14423"
"461,Tata,AltrozXZ 1.2,2021,Bangalore,28000.0,petrol,manual,679000.0,11562"
"462,Maruti,IgnisSigma 1.2 MT,2021,Bangalore,14000.0,petrol,manual,499000.0,8497"
"463,Maruti,FronxDelta Plus 1.2L AGS,2023,Bangalore,20000.0,petrol,automatic,863000.0000000001,14696"
"464,Kia,SonetHTX 1.0 iMT,2022,Bangalore,14500.0,petrol,manual,1050000.0,18057"
"465,Honda,BrioVX MT,2013,Bangalore,88000.0,petrol,manual,354000.0,8945"
"466,Tata,NexonXM Diesel,2018,Bangalore,86500.0,diesel,manual,583000.0,9928"
"467,Ford,EcoSportTitanium 1.5L TDCi,2020,Bangalore,18500.0,diesel,manual,760000.0,12942"
"468,Kia,SonetHTX 1.0 iMT,2021,Bangalore,17000.0,petrol,manual,949000.0,16160"
"469,Maruti,CelerioZXi Plus,2022,Bangalore,50500.0,petrol,manual,504000.0,8582"
"470,Hyundai,Grand i10 NiosAsta 1.2 Kappa AMT,2024,Bangalore,7500.0,petrol,automatic,858000.0,14611"
"471,Renault,TriberRXT,2019,Bangalore,65500.0,petrol,manual,499000.0,8497"
"472,Honda,Amaze1.2 VX MT Petrol,2019,Bangalore,35000.0,petrol,manual,546000.0,9298"
"473,Volkswagen,TaigunTopline 1.0 TSI MT,2025,Bangalore,8000.0,petrol,manual,1542000.0,26520"
"474,Renault,KigerRXZ Turbo CVT Dual Tone,2023,Bangalore,38000.0,petrol,automatic,949000.0,16160"
"475,Ford,FigoTrend 1.5L TDCi,2017,Bangalore,60000.0,diesel,manual,413000.0,11132"
"476,Honda,BrioVX AT,2018,Bangalore,71000.0,petrol,automatic,554000.0,8844"
"477,Toyota,Urban CruiserPremium Grade AT,2022,Bangalore,41500.0,petrol,automatic,906000.0,15428"
"478,Hyundai,Elite i20Sportz 1.2,2016,Bangalore,60000.0,petrol,manual,487000.0,8864"
"479,Ford,EcoSportTitanium 1.5L TDCi,2017,Bangalore,76000.0,diesel,manual,710000.0,12090"
"480,Maruti,Wagon R 1.0VXI AMT,2016,Bangalore,37500.0,petrol,automatic,401000.0,7166"
"481,Renault,Kwid1.0L RXT(O) AMT,2020,Bangalore,77500.0,petrol,automatic,377000.0,6420"
"482,Mahindra,XUV700AX 5 Petrol AT 5 STR,2022,Bangalore,31000.0,petrol,automatic,1630999.9999999998,28049"
"483,Honda,CityV,2017,Bangalore,66000.0,petrol,manual,601000.0,10234"
"484,Hyundai,Grand i10Asta AT 1.2 Kappa VTVT,2014,Bangalore,26000.0,petrol,automatic,465000.00000000006,9979"
"485,Mahindra,XUV700AX 7 Petrol AT Luxury Pack 7 STR,2022,Bangalore,47000.0,petrol,automatic,1984000.0,34122"
"486,Tata,NexonXM,2020,Bangalore,26000.0,petrol,manual,690000.0,11750"
"487,Honda,City1.5 E MT,2012,Bangalore,86500.0,petrol,manual,300000.0,11410"
"488,Maruti,ErtigaZXi AT,2025,Bangalore,8500.0,petrol,automatic,1336000.0,22977"
"489,Maruti,Alto 800LXi,2019,Bangalore,23000.0,petrol,manual,328000.0,5862"
"490,Mahindra,XUV700AX 7 Petrol AT Luxury Pack 7 STR,2022,Bangalore,65000.0,petrol,automatic,1841000.0,31663"
"491,Maruti,BalenoDelta AGS,2024,Bangalore,23000.0,petrol,automatic,792000.0,13487"
"492,Mahindra,XUV500W10 AT,2016,Bangalore,133500.0,diesel,automatic,857000.0,15316"
"493,Tata,PunchPure petrol +CNG,2024,Bangalore,8500.0,petrol+cng,manual,747000.0,12720"
"494,Maruti,BalenoDelta 1.2 AT,2016,Bangalore,36000.0,petrol,automatic,582000.0,9911"
"495,Honda,BrioS MT,2013,Bangalore,45000.0,petrol,manual,308000.0,7783"
"496,Hyundai,i10Sportz 1.2 AT Kappa2,2012,Bangalore,108000.0,petrol,automatic,313000.0,11904"
"497,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2020,Bangalore,32500.0,petrol,manual,575000.0,9791"
"498,Renault,Kwid1.0 RXT AMT,2017,Bangalore,40500.0,petrol,automatic,324000.0,5517"
"499,Mahindra,Scorpio NZ8 L 4WD Diesel AT 7 STR,2023,Bangalore,12000.0,diesel,automatic,2370000.0,40761"
"500,Renault,KwidRXT,2016,Bangalore,124000.0,petrol,manual,276000.0,4700"
"501,Tata,TiagoRevotron XZ Plus,2020,Bangalore,39000.0,petrol,manual,553000.0,9417"
"502,Renault,KwidRXT,2016,Bangalore,44500.0,petrol,manual,292000.0,5315"
"503,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Bangalore,36500.0,petrol,automatic,939000.0,15990"
"504,Honda,CityVX,2016,Bangalore,144500.0,petrol,manual,521000.0,9483"
"505,Hyundai,Grand i10 NiosMagna AMT 1.2 Kappa VTVT,2021,Bangalore,12500.0,petrol,automatic,629000.0,10711"
"506,Hyundai,New i20Asta (O) 1.2 MT,2025,Bangalore,2000.0,petrol,manual,994999.9999999999,16944"
"507,Maruti,BalenoAlpha 1.2,2017,Bangalore,68000.0,petrol,manual,552000.0,9400"
"508,Renault,KwidRXT,2016,Bangalore,54000.0,petrol,manual,261000.0,4444"
